id,name,slug,url,summary,os,cpu,storage,memory,graphics,sound,online,media,connectivity,resolutions,output,companies,main_manufacturer,platform_logo,platform_version_release_dates,checksum
97,New-Style Super NES (Model SNS-101),new-style-super-nes-model-sns-101,https://www.igdb.com/platforms/snes/version/new-style-super-nes-model-sns-101,"A cost-reduced version of the console, referred to as the New-Style Super NES (model SNS-101) in North America and as the Super Famicom Jr. in Japan, was released late in the platform's lifespan; designed by Barr, it incorporates design elements from both the original North American and Japanese/European console models but in a smaller form factor. Unlike the original console models, the redesigned model is virtually identical across both regions save for the color palette.

Externally, the power and reset buttons were moved to the left-hand side of the console while the cartridge eject button and power LED indicator were omitted. Internally, the redesigned model consolidates the console's hardware into a system-on-chip (SoC) design. The redesigned console lacks the bottom expansion slot, rendering it incompatible with the Japan-exclusive Satellaview add-on.",,Ricoh 5A22 @ 3.58 MHz,,128 KB,,"Nintendo S-SMP 8 channels, stereo, 64 KB",,ROM cartridge,,256x224 to 512x448,VGA,{791},,71,{203},2d9bb785-b42c-8078-260c-d9fc1a24c8ce
591,Initial version,initial-version,https://www.igdb.com/platforms/pocketstation/version/initial-version,"The PocketStation is a Memory Card peripheral by Sony Computer Entertainment for the PlayStation home video game console. Categorized by Sony as a combination of a Memory Card and a miniature personal digital assistant, the device features a monochrome liquid crystal display (LCD), infrared communication capability, a real-time clock, built-in flash memory, and sound capability. To use the device's memory card functionality, it must be connected to a PlayStation through a memory card slot.

Software for the PocketStation was typically distributed as extras for PlayStation games, included in the CD-ROM, enhancing the games with added features. Stand-alone software could also be downloaded through the PlayStation console. The software is then transferred to the PocketStation for use. A built-in infrared data interface allows direct transfer of data such as game saves between PocketStation units, as well as multiplayer gaming.",,ARM7T (32 bit RISC processor),128KB Flash RAM,2KB SRAM,,1 miniature speaker (10-bit PCM),,,"Infrared, memory card slot connector",32x32 dots,Monochrome LCD,{695},,732,{677},f7e27beb-f185-9a0a-555d-36ba19c6d37e
98,Super Famicom Jr.,super-famicom-jr,https://www.igdb.com/platforms/sfam/version/super-famicom-jr,"A cost-reduced version of the console, referred to as the New-Style Super NES (model SNS-101) in North America and as the Super Famicom Jr. in Japan, was released late in the platform's lifespan; designed by Barr, it incorporates design elements from both the original North American and Japanese/European console models but in a smaller form factor. Unlike the original console models, the redesigned model is virtually identical across both regions save for the color palette.",,,,,,,,Cartridge,,,,{789},,74,{737},e0e31900-76ed-4a00-bd3d-476aa5e79c90
123,Family Computer,family-computer,https://www.igdb.com/platforms/famicom/version/family-computer,"The console was released on July 15, 1983, as the Home Cassette-type Video Game: Family Computer, for ¥14,800 with three ports of Nintendo's successful arcade games Donkey Kong, Donkey Kong Jr., and Popeye. The Famicom was slow to gather success; a bad chip set caused the early revisions to crash. Following a product recall and a reissue with a new motherboard, the Famicom's popularity soared, becoming the bestselling game console in Japan by the end of 1984.
Nintendo launched the system with only first-party games, but after being approached by Namco and Hudson Soft in 1984, agreed to produce third-party games for a 30% fee for console licensing and production costs. This rate continued in the industry for consoles and digital storefronts through the 21st Century.",,,,,,,,Cartridge,,,,{811},,277,{750},7594e155-1f37-4822-f9dc-03cfd36577a0
645,My Computer TV,my-computer-tv,https://www.igdb.com/platforms/famicom/version/my-computer-tv,"The Sharp Nintendo Television, often described as the C1 NES TV, is a CRT television with a built-in Famicom/NES that was produced by Sharp under license from Nintendo. It was originally released in Japan in October 1983 as the My Computer TV; it was also distributed in Taiwan via Sampo as the Sampo C1 starting in 1984. The unit was showcased at the Summer CES in 1987 with a release in the United States intended for later that year, but it was not released there until 1989 as the Game Television. The C1 is notable for having provided the high-quality screenshots displayed in video game magazines of the period, as it had a better picture quality than a Famicom or NES paired with a separate television due to its direct internal display connection.",,,,,,,,Cartridge,,,,"{783,784}",,,{734},7d4a642f-e6ad-ecb6-6303-0096b75ada5d
635,Mega-Tech System,mega-tech-system,https://www.igdb.com/platforms/arcade/version/mega-tech-system,"The Mega-Tech System is an arcade cabinet released by Sega in 1989, and Western counterpart to the Mega 6. It was based on the Sega Mega Drive home console, and was designed similarly to Nintendo's PlayChoice-10: players chose games from a menu of eight titles, with credits buying more play time (usually 1 minute per credit) rather than extra lives or continues; reaching a game over screen does not end the play session, and players can start over or choose a different game as long as there was some play time remaining.",,,,,,,,,,,,,,812,"{720,721}",9bdacc01-edc0-2d66-b260-66fd5540947e
693,Initial version,initial-version,https://www.igdb.com/platforms/apple-pippin/version/initial-version,"The Pippin (stylized as PiPP!N) is a defunct open multimedia technology platform, designed by Apple Computer. According to Apple, Pippin was directed at the home market as ""an integral part of the consumer audiovisual, stereo, and television environment"". Pippin is based on the Macintosh platform, including the classic Mac OS architecture.",Pippin OS,PowerPC 603 @ 66 MHz,128 KB NVRAM,6-32MB combined system and video memory,,,,CD-ROM,"Two AppleJack ports, two high-speed serial ports, modem port",640x480 8-bit and 16-bit color,"VGA, S-Video, Composite Video, headphone jack",{902},,851,{850},61d36c5c-79bb-2a26-f775-cc11ee5c5f92
22,Initial version,initial-version-9ef509be-a00a-427e-9b78-93c4a10e04b6,https://www.igdb.com/platforms/arcade/version/initial-version-9ef509be-a00a-427e-9b78-93c4a10e04b6,"An arcade video game takes player input from its controls, processes it through electrical or computerized components, and displays output to an electronic monitor or similar display. All arcade video games are coin-operated or accept other means of payment, housed in an arcade cabinet, and located in amusement arcades alongside other kinds of arcade games. Until the early 2000s, arcade video games were the largest and most technologically advanced segment of the video game industry.",,,,,,,,,,,,,,,{726},8cdbb32b-f6eb-331d-3a45-22621a037c7c
648,FamicomBox/Famicom Station,famicombox-slash-famicom-station,https://www.igdb.com/platforms/famicom/version/famicombox-slash-famicom-station,A special version of the Famicom for use in hotels.,,,,,,,,Cartridge,,,,{792},,,{739},a7902fcc-84e8-a9ba-610b-8dd74f135916
668,Soft Desk 10,soft-desk-10,https://www.igdb.com/platforms/arcade/version/soft-desk-10,"The Soft Desk 10 (ソフトデスク10) is an arcade cabinet designed by Sega and Coreland, which allows users to select one of ten SG-1000 games. It was only released in Japan.",,,,,,,,,,,,"{830,831}",,828,,29eae876-67db-0869-4abd-ebdd28414735
669,Sega Titan Video,sega-titan-video,https://www.igdb.com/platforms/arcade/version/sega-titan-video,"ST-V (Sega Titan Video) is an arcade system board released by Sega, in 1994 for Japan and 1995 worldwide. Departing from their usual process of building custom arcade hardware, Sega's ST-V is essentially identical to the Sega Saturn home console system. The only difference is the media; ST-V used ROM cartridges instead of CD-ROM discs to store games, with the exception of Sports Fishing 2. Being derived from the Saturn hardware, the ST-V was presumably named after the moon Titan, a satellite of Saturn.",,,,,,,,,,,,{832},,829,"{765,766}",9f32873d-3dbd-7652-ca1c-df33a16f4189
698,Terebikko Cordless,terebikko-cordless,https://www.igdb.com/platforms/terebikko-slash-see-n-say-video-phone/version/terebikko-cordless,"A second version of the Terebikko, with the design based on cordless phones. It was only released in Japan.",,,,,,,,VHS,,,,,,,{855},d4705eb0-493c-37bc-cd4d-dfc892ab3baf
665,Mark III Soft Desk 10,mark-iii-soft-desk-10,https://www.igdb.com/platforms/arcade/version/mark-iii-soft-desk-10,"The Mark III Soft Desk 10 (マークIIIソフトデスク10) is an arcade cabinet designed by Sega and Coreland, which allows users to select one of ten Sega Master System (Sega Mark III) games. It is a ""successor"" to the SG-1000-based Soft Desk 10, and was only released in Japan.",,,,,,,,,,,,"{825,826}",,,,69f5f9c5-0b62-f251-b323-6e1ad99b6f34
666,Mark III Soft Desk 5,mark-iii-soft-desk-5,https://www.igdb.com/platforms/arcade/version/mark-iii-soft-desk-5,"The Mark III Soft Desk 5 (マークIIIソフトデスク5) is an arcade cabinet designed by Sega and Coreland. It is a (presumably) cost-reduced Mark III Soft Desk 10, allowing users to select one of five Sega Master System (Sega Mark III) games.",,,,,,,,,,,,"{827,828}",,,,eae19db2-e21c-05e6-5842-5e0daa518a01
714,Initial version,initial-version,https://www.igdb.com/platforms/laseractive/version/initial-version,"The LaserActive is a converged device and fourth-generation home video game console capable of playing LaserDiscs, Compact Discs, console games, and LD-G karaoke discs. It was released by Pioneer Corporation in 1993. In addition to LaserActive games, separately sold add-on modules (called ""PACs"" by Pioneer) accept Mega Drive/Genesis and PC Engine/TurboGrafx-16 ROM cartridges and CD-ROMs.",,,,,,,,LD-ROM,,,,,,868,"{878,879}",e40a414f-002d-d658-7eec-c8362353e0c5
667,Sega RingEdge,sega-ringedge,https://www.igdb.com/platforms/arcade/version/sega-ringedge,"The Sega RingEdge (リングエッジ) arcade board is an arcade platform developed by Sega as one half of their Ring series (the other half being Sega RingWide). Both machines are based on PC architecture, using Microsoft Windows Embedded Standard 2009 as their operating system in an attempt to encourage third-party companies to produce arcade games for these systems. Ultimately the system is not that different to the Lindbergh, as the games produced for it, show little upgrade from the best looking Lindbergh games. The RingEdge mainly serves to be cheaper and more streamlined than the Lindbergh. Altough a cheaper version exists, which is the Sega Ringwide.",,,,,,,,,,,,{829},,827,{764},bb6fb3fe-6daa-b9de-e5e5-53a18f3574cc
142,Jaguar,jaguar,https://www.igdb.com/platforms/mac/version/jaguar,"Mac OS X version 10.2 Jaguar is the third major release of Mac OS X, Apple's desktop and server operating system. The operating system was generally well received by most Mac users as a large step forward in the areas of stability, general speed enhancements, compatibility with other flavors of Unix and the lineup of both graphical and terminal applications available; however, many critics still claimed that significant user interface speed issues existed and that the operating system was still a big step down from Mac OS 9. Jaguar was the first Mac OS X release to publicly use its code name in marketing and advertisements, a practice that has continued in subsequent releases of the operating system.",,,,,,,,,,,,{95},,91,{151},9d953f7c-a069-27a4-785f-ed0b41278f62
